-0.38767207,-0.21730596,-0.22169432,2.2865164,-0.18607268,0.12959057
0.08673625,0.09254571,0.06608574,2.876383,3.248504,-3.3145661
0.039226092,-0.19424514,-0.11392049,2.3088171,1.0306574,2.2288768
0.21456824,0.04093221,-0.10229171,4.978961,4.5672174,-3.3112397
-0.31094238,0.5460652,-0.504633,4.853511,-3.049936,-1.107838
-1.3852645,-1.4769424,1.0669569,-3.9392488,-0.647432,-9.74366
0.38289228,-0.05806039,-0.40805766,-2.7183547,-0.14323907,4.775496
-0.063930735,-0.18164659,-0.39561498,6.719728,-6.1260896,-5.754106
0.031782918,0.1333217,0.01952654,0.73800963,-10.041169,1.7765297
0.17303719,0.06986011,-0.048599377,1.8469636,0.28700912,-4.6671033
-0.16377363,0.053165533,-0.15846553,0.65247464,6.3431697,-4.296669
-0.041048046,0.17548178,-0.19536057,-3.9992557,8.485932,-0.77001935
-0.05407201,-0.014215994,0.08994696,1.220353,4.083303,-3.1057096
-7.4466214,3.4815032,3.0804055,-1.5396738,-3.5801892,-3.2047234
-0.15778525,0.26832876,0.12023243,-1.3983122,-2.1140733,3.5810661
0.2828835,-0.18390337,-0.009083847,3.8132594,9.00194,0.32778937
0.43763655,-0.33312303,-0.26383367,-2.2265728,1.8470862,-2.7483993
-0.6745176,0.46029934,-0.29259077,1.8955876,4.9390078,0.0005134046
-0.21210706,-0.19507475,0.24640124,0.024935113,3.9204845,0.14588515
0.031276915,0.08469155,0.063239016,-0.438073,5.8459997,8.000848
-0.35170007,-0.007975684,0.05457248,3.2565222,2.1023364,0.34782442
-0.056767624,-0.011832813,-0.21751189,6.7312403,2.0961213,-1.8719438
-0.23416251,0.32762265,-0.17337431,0.34226474,0.37594786,4.29228
-1.0428401,0.2995347,-0.8883102,-2.673069,3.4612632,-2.963567
-0.17272028,-0.4287326,0.28792283,0.83653075,0.28432292,3.7896838
0.11353227,-0.37684917,0.38830853,2.8817053,3.9288757,2.0879545
-0.6556079,-0.011765282,-0.041703496,6.4172297,-0.49996853,-9.520247
-0.108507894,0.05554676,-0.09947611,-1.1943853,-0.013291261,6.327487
0.28500512,0.1580178,0.3175659,6.5163765,2.2100782,-3.2488208
0.055905595,-0.1083852,-0.26605955,-6.9991326,-5.282713,-1.9452449
-0.011910305,-0.009472368,-0.00018790633,-4.944733,2.794481,4.569291
-0.10183824,0.2222895,-0.34244588,-2.483884,-8.272794,-1.876488
0.56379503,0.1575108,-0.24427877,-4.3548703,5.1664686,15.207976
-0.06021391,-0.071199074,0.04698075,1.4812598,-2.4968002,-1.6907169
0.052757844,0.07019304,-0.036973562,-4.794666,-4.292627,0.50297695
0.051704865,0.28356174,0.21234451,1.9952567,5.747496,-1.6886212
-0.2077063,-0.040623635,0.19299507,-0.75143355,1.1350691,-5.687315
0.065687425,0.06981058,-0.098787636,-1.2078446,2.0952604,-3.9325821
0.11024008,0.12848741,0.1269172,-5.082002,-3.891869,1.066628
-0.03965885,0.051886752,0.3403577,-2.7651546,6.936004,-0.8598458
0.09189106,-0.052443188,-0.033776276,-4.2688537,-1.2293172,0.6462933
0.23896603,-0.21330447,-0.65503895,3.0224688,1.1238881,7.4296207
0.06951876,0.21863098,-0.03403585,-1.7910011,-3.3749363,1.2530972
0.41802758,-0.0036181163,-0.14656188,-0.36993083,-5.0936155,-4.050782
-0.22159389,0.6465217,0.13117392,-0.037677426,-0.9847691,-2.573573
-0.05404235,-0.06758996,0.10548234,-2.7267134,0.72679925,-1.1168231
-0.1214681,0.1382187,0.4075302,-4.4517293,7.647969,-1.754716
0.11204169,-0.2493758,0.17453232,-0.3025961,0.6453449,1.1842506
-0.17235836,-0.25777882,-0.05092808,-2.2274733,-8.497621,2.3951588
-1.1520422,-0.10292262,0.10472398,-3.468646,-1.9404848,-0.6190639
-0.7799402,1.1902169,-0.17940675,-3.2438896,1.7024711,1.1603459
0.3086483,0.46107548,-0.36468703,3.3872423,5.2915616,-3.2514145
-0.25300184,0.049422152,0.15900874,1.1558852,-10.273727,-3.6494114
0.32553813,0.3236169,0.428016,-0.7128351,-4.891821,-0.08540789
-0.18286425,-0.19992167,0.8306461,-2.1981776,4.9707594,-2.7423482
0.53488946,0.042897537,0.2893828,-1.5235696,2.7881904,-5.4082656
0.0024717846,-0.08002544,0.0860508,-8.545176,-0.3058194,-8.404831
0.15422492,0.16360286,0.17630456,2.6383984,-2.0957487,2.12691
0.09979775,0.12383766,0.062441953,-1.1895405,7.4350476,2.0072813
0.31080467,0.32282266,-0.013770083,0.13759464,2.7199876,-3.1193736
-0.07011957,0.03894382,-0.0072732097,-2.8537607,2.0487058,5.5926948
-0.17253576,0.14231846,-0.5509013,-5.2681127,-4.334514,3.091903
0.041723717,0.03820878,0.017842729,2.8456023,1.3548131,-6.038804
-0.14761038,0.53467524,-0.16124469,0.9071376,2.8313715,-3.9126093
-0.34911373,-0.5231851,-0.057530202,-2.2800636,0.5074607,7.3859963
-0.013234491,-0.049928907,-0.006958382,2.405505,4.2739677,5.408501
-0.08510623,0.21817677,-0.0783452,-4.700883,-6.439633,-1.5136905
0.04196074,-0.15101025,-0.053678222,-3.0934005,1.9839028,-10.186365
0.053666465,0.19503063,-0.2549562,-2.2826319,-0.2744804,-0.88750225
0.064456776,-0.0061881864,0.008511948,-0.42357877,4.1993146,-4.9542336
0.23603438,-0.13514604,0.120339006,-0.03076089,3.163378,3.1473536
0.3397951,0.10965851,0.1041467,-6.8649745,-6.2795157,-5.0082874
-0.054530986,0.011670671,0.026668426,-3.572329,3.2615774,-0.4439042
-0.17612182,0.0071594985,0.08152916,-1.4344025,-0.1769893,8.990512
-0.0140314195,0.0487075,0.011124539,-0.9932829,4.995218,-1.8536844
-0.14245576,0.019561928,-0.3015514,2.7572303,-0.58468026,0.62025195
-0.386594,0.2382673,0.104027264,5.1033173,-0.8683512,-3.6262627
-0.15883268,0.76915133,-0.9732173,-2.979007,2.4003735,6.2285542
-0.059938803,0.05815255,0.0005375421,-1.7135376,11.557237,-1.3976942
-0.14688872,0.034640007,0.26319572,-2.8563907,2.2957494,0.1519209
0.07554423,0.0037498844,-0.016183833,4.74027,-1.8368053,0.4093382
0.06758419,0.1576669,0.20806986,-7.7884903,-4.4429016,-2.7159123
-0.020412147,-0.18065503,0.024976345,-4.282686,-2.7957702,-0.08509705
0.08824522,0.17113914,-0.22547768,1.462028,3.9762027,2.9936378
0.22740997,0.18733832,-0.123235755,-0.50104433,-4.9441686,2.2618032
0.037877657,0.042966153,-0.12307629,-1.3512032,3.4795475,4.7087665
-0.049980782,0.30356464,-0.18139945,0.1753843,4.6365056,-1.3821071
-0.20691144,0.19271013,0.023542156,-1.1904546,-0.82014817,-7.703461
0.11408344,-0.07841133,0.010033712,-2.259662,2.446135,-2.4324827
0.39818397,-0.48593897,0.28856793,-7.5971546,-7.916705,6.5132327
-0.10755278,0.13831657,-0.13800603,2.2490923,-8.657193,3.755546
0.039874457,0.013446845,0.16214028,11.241399,-3.6349976,-3.5673566
-0.019198757,-0.014849524,-0.13655922,-0.18020333,4.0412917,6.836516
0.0138178,-0.011834546,0.1004022,-4.843411,2.5622118,-4.5360494
0.048673917,-0.08807847,-0.48040807,-6.858929,-4.676801,-1.4217819
0.19450046,-0.05256933,0.11712934,3.7290702,1.4038414,2.6195269
-0.03199205,0.10209198,0.11796188,1.3950365,-1.5309894,2.9460444
0.097801246,-0.017074976,-0.020723311,4.2918973,0.91213,-3.3494015
0.09955871,-0.04196285,0.093893915,-8.210621,-1.0865735,-0.77316076
-0.026504625,0.048673935,0.13315576,-1.7616512,-0.4824477,3.9667106
