-0.26376352,0.19855407,-0.8334642,-0.7375898,10.484847,-8.317596
1.8795551,2.720294,-1.1065294,-13.578439,-35.712746,7.6803875
0.45693496,-0.35043964,0.2655454,-1.6681896,0.7712784,1.9978006
-0.017509814,0.04058112,0.01727595,-0.13448618,0.4573838,0.31716162
0.25822738,-0.047904752,0.14334524,37.914425,25.65958,3.2986906
-0.27468973,0.21423988,-0.061399493,-1.7693465,-0.13526922,-0.16567154
0.540583,0.43060994,-0.27832228,-0.075160675,0.8538252,-0.7856497
-0.56004125,-0.28854927,-0.09314117,-2.948973,3.5090287,-1.2727834
3.1099494,4.751205,-5.6790185,1.1465569,0.0063275183,-2.9923844
-0.049107946,-0.0467492,-0.035466116,-0.5608234,-0.1448726,0.08560342
-0.45822486,0.041912552,0.7872936,-84.33748,-27.960804,-11.818139
-0.0644763,0.79919225,-0.24394432,-0.8987878,3.2630992,-2.476857
0.33468658,0.57494324,-0.39226046,-0.43989405,1.4203267,0.55788773
-0.105524115,0.08154981,0.32946083,3.297674,-0.12626055,0.29212978
19.027124,7.5553412,1.3041397,1.4644196,-0.75304735,-2.9045472
0.44849095,0.97463864,0.61545295,-25.525476,0.43497112,27.98436
-0.1750838,-0.11429215,0.13649996,0.1881995,1.1737504,-0.21122088
0.5670658,-0.075367086,0.36736086,-0.96455884,-0.25442863,0.5878503
0.27883118,0.0442355,1.0405124,0.14847167,-0.45494336,0.5145975
0.32083088,-0.5038302,0.29955557,12.745494,12.709439,2.4214928
0.25465867,-0.0074667353,0.04808436,2.1041129,3.44581,-8.781931
-0.06837677,0.3809307,-0.40819055,-7.66064,-5.1282883,-2.2568321
-0.64688766,0.8843549,-0.15652858,-40.51008,19.638508,-62.49716
0.044396956,0.14605592,-0.08153606,0.07529132,0.18865354,-0.18067116
0.041248053,0.098780006,-0.018679274,-2.1283321,-5.611065,2.1989222
1.5981021,0.34972918,-6.543116,-3.5495102,-0.021860046,-0.6468259
4.4116426,-3.2152748,5.7153616,-4.9134364,10.914795,-10.601597
0.15146199,0.004664787,-0.025284056,-4.7856627,2.1083698,3.5754018
0.4227703,-0.9050197,-1.1339297,-1.1871041,4.6350102,-2.6710942
-0.07834361,0.8049085,0.017491525,-0.5358084,-0.49672812,-0.109703414
-0.03785196,-0.19960168,-0.78235805,2.4054706,-1.6644903,0.4653902
1.5257353,0.39566562,0.098230414,41.554527,31.842207,19.802383
-0.006145673,0.051686116,0.05328992,-0.1239795,-0.11915545,0.025192395
0.85334206,-0.20396265,0.23608124,5.3072577,12.458472,-6.722206
-0.24000841,0.40187094,0.22228241,2.2503014,-0.12662384,1.7960052
-1.1514307,-0.2567168,-0.7293107,-0.071989134,0.19325493,4.668689
0.2191344,-0.11806099,-0.25033748,2.8484223,-1.7505914,-1.5960085
0.987851,-1.3381555,-0.50713414,33.680573,19.42188,16.435213
0.030670043,0.014774342,-0.14941525,0.07593485,0.053906403,0.08738148
0.01279422,0.15165472,-0.36370784,-11.416691,0.37399146,-2.747749
-0.02434481,-0.03370265,0.05576795,-0.9339913,0.045592964,-0.99441725
0.04566335,0.13816476,-0.10779979,0.06096886,0.6292927,-0.446128
-1.5541222,-0.7716393,1.120833,-2.9270024,-4.108459,1.1120391
-0.42977425,0.28132594,-0.33948454,-1.167769,1.3608164,1.6681992
-0.37769315,0.016535388,0.12553692,-0.09373672,0.55284804,-0.08105059
0.095127665,-0.1874096,0.13943395,-0.018581858,-0.08353646,0.13763511
0.0013379374,0.05156808,0.041128144,-0.4404797,-0.40130898,0.05148147
0.02071854,-0.053302854,-0.045444407,0.61567616,0.896221,-2.1023831
0.31123987,1.7717775,0.3756221,-32.0979,-10.607248,-26.074793
0.4463972,0.15700252,0.5540295,-0.019401882,-0.06185753,1.1823784
-0.515102,-0.06258852,-0.035849378,8.084785,-1.8597159,-0.462398
0.20433104,-1.3356442,-1.9264712,-1.799303,-1.475125,0.5426409
0.08638602,-0.44975924,0.3933515,0.7457927,3.143971,0.57213694
-0.5461767,0.5539137,-0.06502925,-8.138965,-5.7453895,11.535923
0.045023005,0.0012234994,-0.024771934,-0.3754892,-0.06279859,0.009994034
-0.24265556,0.4816131,-0.7515951,12.643326,8.108968,3.6198034
1.9112335,-1.7394401,-0.98379374,-3.4063122,0.3177586,-1.3711971
0.039392225,0.29107454,-0.13739976,0.5065609,0.2639703,-0.3523271
-1.3595952,-0.029563982,0.03894929,0.020342335,0.72953516,-0.7919422
0.063147396,-0.6757005,0.6379658,-3.2137825,-0.47734636,-0.7653014
-3.0801861,1.3289905,2.4990978,-42.94036,-3.5770032,23.986006
-1.0528194,-1.8465278,-0.5484736,5.381371,-0.22677325,-4.1241407
-0.30635098,-0.1674479,-0.053521805,0.7780305,-3.0962067,0.5290931
1.8853719,-0.8937875,-1.80156,-26.36351,-4.033464,-19.792976
0.047372647,-0.029431095,-0.008062243,0.98764205,1.0372789,-2.0053577
-0.046574403,-0.008224462,-0.029624892,-0.11011808,-0.089899085,0.087874636
0.63207704,-0.35373774,0.5121047,1.6931169,2.1148438,0.53763974
-0.0644396,-0.05018332,-0.120546825,-1.3725641,3.7995367,0.45994824
0.04652478,0.02957427,0.03956202,-0.5024788,1.2377306,-0.16673975
-1.8565506,0.73493475,0.47807157,-0.9918933,0.6010991,0.60878533
-0.15764178,-0.10645013,0.0755737,0.5171347,-0.26866502,0.1665892
0.06323388,0.062927976,-0.02174386,0.024500305,-0.49480644,-0.4768974
-0.033983577,-0.010975473,0.013635377,-0.88211995,-0.038264178,0.10967307
0.0031210014,0.013751053,0.0064728432,0.18674123,0.2918762,0.017251821
0.23752098,0.26343796,0.04336317,0.1962462,0.2245093,0.5867274
-1.1128367,-0.98769516,1.6056641,5.210419,-3.7896314,-2.839249
-0.32757443,-0.28940132,-0.017358107,-0.5866879,-9.4497,11.904234
0.03435029,-0.15398659,-0.21379147,-0.7816437,3.4958212,-1.1653184
0.101979606,-0.18049775,0.26144922,1.7955087,-5.1208916,-4.1989107
-0.035856966,0.034711126,-0.47655943,-2.165728,-2.840227,-1.3205343
0.012355506,-0.14011024,0.1582395,-0.010896409,-0.1713538,-0.08236958
3.75304,5.485858,-1.3606981,2.31726,-0.9994159,1.1295291
-0.48621476,0.21790792,-0.15175267,-16.135363,1.2204745,12.268292
-0.46008363,0.009351266,-0.14452295,-7.636744,0.99932957,1.2860507
-0.020973584,-0.041342318,-0.09602526,0.15637596,0.32065976,-0.38942185
-0.4487651,0.56763315,1.6102207,14.1921,9.186616,-6.230478
-0.5255953,1.8938451,-1.9194376,1.7932189,-0.8228912,-5.89654
-0.58151287,0.21326153,0.5910927,83.77313,7.063119,-40.00171
-0.054661293,0.12185171,0.14333479,-0.48007417,0.42702198,0.04278783
-0.020062933,-0.04179634,-0.03661838,0.19632249,0.058362827,-0.17881125
-0.07334294,-0.04057125,-0.030440206,0.30580956,-0.7039634,0.708814
-0.49301302,0.8365289,0.35255823,-10.4609165,-6.0900526,-15.905735
-8.302363,5.951083,0.5783188,0.5378557,-1.9247562,11.427093
-0.29893425,-0.11555257,-0.36247218,0.4490598,0.028006203,-0.084131055
-2.3343937,2.087981,-3.8164234,0.87976074,-3.5913332,-3.0492175
0.13102502,0.12705024,0.15689568,0.25361702,-0.09062561,-4.2268386
0.70782614,0.696621,-0.43301052,0.20423944,-3.4885013,-3.4213011
0.054114964,-0.1379231,-0.05281154,-0.1088807,-0.4739575,0.20025328
0.038912334,0.19723342,0.10768846,-0.03782757,0.03685068,0.03581118
0.023070868,-0.08731581,0.09355693,-0.048557576,0.53287965,-0.37933996
1.892573,-1.6301796,-3.4224925,-0.12752056,-0.0502937,-1.8004489
0.13392477,0.057321396,0.01867071,0.9544134,-0.6284064,0.45952058
0.6013119,0.18255882,1.3676212,4.1411424,10.394784,11.068078
-0.26395616,-0.11978354,-0.29569903,1.0832705,0.032601845,1.7591163
-0.04965817,-0.1795418,0.021569857,-0.7848536,2.5336359,1.2493378
-0.0060358946,0.21490258,-0.15547274,5.5953054,2.9105392,-3.9057155
0.062147137,0.08826942,-0.32363755,0.56983465,-0.46632248,0.47479007
0.13284613,0.17575999,0.09272864,-1.2347829,-0.25416654,-1.1383462
-0.041547224,0.058563456,-0.051906727,-0.23910066,0.26289317,-0.10331443
-0.2149026,-0.11785215,-0.06352268,1.9593297,1.0770001,-1.3649787
-0.12344631,-0.1648789,-0.38635752,0.21810402,-1.3999293,-0.88336354
-0.4041164,-0.84576213,-0.8755135,3.5458393,-3.5981398,-5.972067
0.222059,-0.67068523,-0.6770043,-0.71123534,-0.3478442,0.79939324
-0.00785761,0.097698756,0.10156129,1.1107644,0.9329973,-0.6857854
